title,author,price,pages,avg_reviews,n_reviews,star5,star4,star3,star2,star1,dimensions,weight,language,publisher,ISBN_13,link,complete_link,matched_image,mean_rating,cluster,cluster_name,search_blob
"Applied Spatial Data Analysis with R (Use R!, 10)",unknown,74.04,423.0,4.5,29.0,64.0,22.0,14.0,3.0,3.0,6.1 x 0.96 x 9.25 inches,1.42,English,"Springer; 2nd ed. 2013 edition (June 21, 2013)",978-1461476177,/Applied-Spatial-Data-Analysis-Use/dp/1461476178/ref=sr_1_245?keywords=data+analysis&qid=1671164689&sr=8-245,https://www.amazon.com/Applied-Spatial-Data-Analysis-Use/dp/1461476178/ref=sr_1_245?keywords=data+analysis&qid=1671164689&sr=8-245,applied_spatial_data_analysis_with_r_use_r__10.jpg,4.330188679245283,0,Beginner Python & Data Analysis,"Applied Spatial Data Analysis with R (Use R!, 10) unknown English Springer; 2nd ed. 2013 edition (June 21, 2013) Beginner Python & Data Analysis rating 4.5 stars 4.330188679245283 29 reviews priced at $74.04 423 pages"
Geographic Data Science with Python (Chapman & Hall/CRC Texts in Statistical Science),"[ Sergio Rey, Dani Arribas-Bel, et al.]",170.0,393.0,4.38,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,16.0,English,"Chapman and Hall/CRC; 1st edition (May 10, 2023)",978-0367263119,/Geographic-Science-Python-Chapman-Statistical/dp/0367263114/ref=sr_1_217?keywords=data+analysis&qid=1671164678&sr=8-217,https://www.amazon.com/Geographic-Science-Python-Chapman-Statistical/dp/0367263114/ref=sr_1_217?keywords=data+analysis&qid=1671164678&sr=8-217,time_series_chapman_and_hallcrc_texts_in_statistical_science.jpg,4.5049504950495045,0,Beginner Python & Data Analysis,"Geographic Data Science with Python (Chapman & Hall/CRC Texts in Statistical Science) [ Sergio Rey, Dani Arribas-Bel, et al.] English Chapman and Hall/CRC; 1st edition (May 10, 2023) Beginner Python & Data Analysis rating 4.38 stars 4.5049504950495045 64 reviews priced at $170.00 393 pages"
Bayesian Data Analysis for the Behavioral and Neural Sciences,[ Todd E. Hudson],48.16,612.0,4.0,3.0,34.0,33.0,33.0,3.0,3.0,8 x 1.39 x 10 inches,3.17,English,"Cambridge University Press (August 26, 2021)",978-1108812900,/Bayesian-Analysis-Behavioral-Neural-Sciences/dp/1108812902/ref=sr_1_218?keywords=data+analysis&qid=1671164678&sr=8-218,https://www.amazon.com/Bayesian-Analysis-Behavioral-Neural-Sciences/dp/1108812902/ref=sr_1_218?keywords=data+analysis&qid=1671164678&sr=8-218,longitudinal_data_analysis_for_the_behavioral_sciences_using_r.jpg,3.8679245283018866,1,General Data Science & R/Python Basics,"Bayesian Data Analysis for the Behavioral and Neural Sciences [ Todd E. Hudson] English Cambridge University Press (August 26, 2021) General Data Science & R/Python Basics rating 4.0 stars 3.8679245283018866 3 reviews priced at $48.16 612 pages"
"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition",[ Joel Lawhead],51.99,456.0,4.2,29.0,61.0,18.0,11.0,5.0,5.0,7.5 x 1.03 x 9.25 inches,1.71,English,"Packt Publishing (September 27, 2019)", ,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-244-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A099858636KU8S1DGGCV6&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FLearning-Geospatial-Analysis-Python-fundamentals%2Fdp%2F1789959276%2Fref%3Dsr_1_244_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-244-spons%26psc%3D1,learning_geospatial_analysis_with_python_understand_gis_fundamentals_and_perform_remote_sensing_data_analysis_using_python_3_7_3rd_edition.jpg,4.25,3,Practical Data Tools & Techniques,"Learning Geospatial Analysis with Python: Understand GIS fundamentals and perform remote sensing data analysis using Python 3.7, 3rd Edition [ Joel Lawhead] English Packt Publishing (September 27, 2019) Practical Data Tools & Techniques rating 4.2 stars 4.25 29 reviews priced at $51.99 456 pages"
Python Programming for Beginners: The #1 Python Programming Crash Course to Learn Python Coding Well and Fast (with Hands-On Exercises),[ Codeone Publishing],19.16,126.0,4.7,386.0,87.0,7.0,1.0,2.0,3.0,8 x 0.29 x 10 inches,8.8,English,"Independently published (October 31, 2022)",979-8361503742,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0040754152WIMHGYMZ08&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FPython-Programming-Beginners-Hands-Exercises%2Fdp%2FB0BL2PHJJ9%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-242-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg6_1?ie=UTF8&adId=A0040754152WIMHGYMZ08&qualifier=1671164689&id=5996455913560366&widgetName=sp_atf_next&url=%2FPython-Programming-Beginners-Hands-Exercises%2Fdp%2FB0BL2PHJJ9%2Fref%3Dsr_1_242_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164689%26sr%3D8-242-spons%26psc%3D1,python_programming_for_beginners_the_1_python_programming_crash_course_for_beginners_to_learn_python_coding_well_and_fast_with_hands_on_exercises.jpg,4.73,0,Beginner Python & Data Analysis,"Python Programming for Beginners: The #1 Python Programming Crash Course to Learn Python Coding Well and Fast (with Hands-On Exercises) [ Codeone Publishing] English Independently published (October 31, 2022) Beginner Python & Data Analysis rating 4.7 stars 4.73 386 reviews priced at $19.16 126 pages"
Qualitative Data Analysis: An Introduction,[ Carol Grbich],43.15,344.0,4.5,23.0,72.0,15.0,7.0,7.0,3.0,6.69 x 0.78 x 9.53 inches,1.28,English,"SAGE Publications Ltd; Second edition (December 6, 2012)", ,/Qualitative-Data-Analysis-Carol-Grbich/dp/1446202976/ref=sr_1_213?keywords=data+analysis&qid=1671164678&sr=8-213,https://www.amazon.com/Qualitative-Data-Analysis-Carol-Grbich/dp/1446202976/ref=sr_1_213?keywords=data+analysis&qid=1671164678&sr=8-213,qualitative_data_analysis_an_introduction.jpg,4.403846153846154,0,Beginner Python & Data Analysis,"Qualitative Data Analysis: An Introduction [ Carol Grbich] English SAGE Publications Ltd; Second edition (December 6, 2012) Beginner Python & Data Analysis rating 4.5 stars 4.403846153846154 23 reviews priced at $43.15 344 pages"
Microsoft Excel Data Analysis and Business Modeling (Business Skills),[ Wayne Winston],30.51,864.0,4.5,423.0,75.0,12.0,9.0,2.0,2.0,7.4 x 1.75 x 9 inches,3.17,English,"Microsoft Press; 5th edition (December 9, 2016)",978-1509304219,/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_214?keywords=data+analysis&qid=1671164678&sr=8-214,https://www.amazon.com/Microsoft-Excel-Analysis-Business-Modeling/dp/1509304215/ref=sr_1_214?keywords=data+analysis&qid=1671164678&sr=8-214,microsoft_excel_data_analysis_and_business_modeling_business_skills.jpg,4.56,1,General Data Science & R/Python Basics,"Microsoft Excel Data Analysis and Business Modeling (Business Skills) [ Wayne Winston] English Microsoft Press; 5th edition (December 9, 2016) General Data Science & R/Python Basics rating 4.5 stars 4.56 423 reviews priced at $30.51 864 pages"
Applied Categorical and Count Data Analysis (Chapman & Hall/CRC Texts in Statistical Science),"[ Wan Tang, Hua He, et al.]",99.95,381.0,4.48,64.0,73.0,15.0,7.0,3.0,3.0,Unknown,1.74,English,"Chapman and Hall/CRC; 2nd edition (April 18, 2023)",978-0367568276,/Applied-Categorical-Analysis-Chapman-Statistical/dp/0367568276/ref=sr_1_208?keywords=data+analysis&qid=1671164678&sr=8-208,https://www.amazon.com/Applied-Categorical-Analysis-Chapman-Statistical/dp/0367568276/ref=sr_1_208?keywords=data+analysis&qid=1671164678&sr=8-208,time_series_chapman_and_hallcrc_texts_in_statistical_science.jpg,4.5049504950495045,0,Beginner Python & Data Analysis,"Applied Categorical and Count Data Analysis (Chapman & Hall/CRC Texts in Statistical Science) [ Wan Tang, Hua He, et al.] English Chapman and Hall/CRC; 2nd edition (April 18, 2023) Beginner Python & Data Analysis rating 4.48 stars 4.5049504950495045 64 reviews priced at $99.95 381 pages"
"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures",[ Rob Kitchin],42.0,376.0,5.0,3.0,100.0,15.0,7.0,3.0,3.0,6.69 x 0.85 x 9.53 inches,1.46,English,"SAGE Publications Ltd; Second edition (May 31, 2022)",The Data Revolution,/Data-Revolution-Critical-Analysis-Infrastructures/dp/1529733758/ref=sr_1_206?keywords=data+analysis&qid=1671164678&sr=8-206,https://www.amazon.com/Data-Revolution-Critical-Analysis-Infrastructures/dp/1529733758/ref=sr_1_206?keywords=data+analysis&qid=1671164678&sr=8-206,the_data_revolution_a_critical_analysis_of_big_data_open_data_and_data_infrastructures.jpg,4.609375,1,General Data Science & R/Python Basics,"The Data Revolution: A Critical Analysis of Big Data, Open Data and Data Infrastructures [ Rob Kitchin] English SAGE Publications Ltd; Second edition (May 31, 2022) General Data Science & R/Python Basics rating 5.0 stars 4.609375 3 reviews priced at $42.00 376 pages"
Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools,[ Vince Buffalo],45.99,536.0,4.6,116.0,74.0,17.0,5.0,3.0,1.0,7 x 1.09 x 9.19 inches,1.9,English,"O'Reilly Media; 1st edition (August 18, 2015)",978-1449367374,/Bioinformatics-Data-Skills-Reproducible-Research/dp/1449367372/ref=sr_1_207?keywords=data+analysis&qid=1671164678&sr=8-207,https://www.amazon.com/Bioinformatics-Data-Skills-Reproducible-Research/dp/1449367372/ref=sr_1_207?keywords=data+analysis&qid=1671164678&sr=8-207,bioinformatics_data_skills_reproducible_and_robust_research_with_open_source_tools.jpg,4.6,2,Advanced Data Analysis Techniques,"Bioinformatics Data Skills: Reproducible and Robust Research with Open Source Tools [ Vince Buffalo] English O'Reilly Media; 1st edition (August 18, 2015) Advanced Data Analysis Techniques rating 4.6 stars 4.6 116 reviews priced at $45.99 536 pages"
Cloud Scale Analytics with Azure Data Services: Build modern data warehouses on Microsoft Azure,[ Patrik Borosch],57.99,520.0,4.8,7.0,78.0,22.0,7.0,3.0,3.0,7.5 x 1.18 x 9.25 inches,1.95,English,"Packt Publishing (July 23, 2021)",978-1800562936,/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A06945471BO28BKEHF3MA&qualifier=1671164678&id=4917183037504927&widgetName=sp_mtf&url=%2FCloud-Scale-Analytics-Azure-Services%2Fdp%2F1800562934%2Fref%3Dsr_1_211_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-211-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg5_1?ie=UTF8&adId=A06945471BO28BKEHF3MA&qualifier=1671164678&id=4917183037504927&widgetName=sp_mtf&url=%2FCloud-Scale-Analytics-Azure-Services%2Fdp%2F1800562934%2Fref%3Dsr_1_211_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-211-spons%26psc%3D1,cloud_scale_analytics_with_azure_data_services_build_modern_data_warehouses_on_microsoft_azure.jpg,4.495575221238938,3,Practical Data Tools & Techniques,"Cloud Scale Analytics with Azure Data Services: Build modern data warehouses on Microsoft Azure [ Patrik Borosch] English Packt Publishing (July 23, 2021) Practical Data Tools & Techniques rating 4.8 stars 4.495575221238938 7 reviews priced at $57.99 520 pages"
"PYTHON: Learn Coding Programs with Python Programming and Master Data Analysis & Analytics, Data Science and Machine Learning with the Complete Crash Course for Beginners - 5 Manuscripts in 1 Book",[ TechExp Academy],24.9,400.0,4.1,273.0,60.0,15.0,12.0,5.0,8.0,8 x 0.91 x 10 inches,1.9,English,"Independently published (December 24, 2021)", ,/PYTHON-Programming-Analytics-Beginners-Manuscripts/dp/B09NT7WVT5/ref=sr_1_202?keywords=data+analysis&qid=1671164678&sr=8-202,https://www.amazon.com/PYTHON-Programming-Analytics-Beginners-Manuscripts/dp/B09NT7WVT5/ref=sr_1_202?keywords=data+analysis&qid=1671164678&sr=8-202,python_learn_coding_programs_with_python_programming_and_master_data_analysis_and_analytics_data_science_and_machine_learning_with_the_complete_crash_course_for_beginners___5_manuscripts_in_1_book.jpg,4.14,1,General Data Science & R/Python Basics,"PYTHON: Learn Coding Programs with Python Programming and Master Data Analysis & Analytics, Data Science and Machine Learning with the Complete Crash Course for Beginners - 5 Manuscripts in 1 Book [ TechExp Academy] English Independently published (December 24, 2021) General Data Science & R/Python Basics rating 4.1 stars 4.14 273 reviews priced at $24.90 400 pages"
Data Structures & Algorithm Analysis in C++,[ Mark Weiss],193.32,664.0,4.2,93.0,63.0,15.0,11.0,3.0,8.0,1.1 x 7.5 x 9.2 inches,2.54,English,"Pearson; 4th edition (June 13, 2013)",978-0132847377,/Data-Structures-Algorithm-Analysis-C/dp/013284737X/ref=sr_1_201?keywords=data+analysis&qid=1671164678&sr=8-201,https://www.amazon.com/Data-Structures-Algorithm-Analysis-C/dp/013284737X/ref=sr_1_201?keywords=data+analysis&qid=1671164678&sr=8-201,data_structures_and_algorithm_analysis_in_c.jpg,4.22,1,General Data Science & R/Python Basics,"Data Structures & Algorithm Analysis in C++ [ Mark Weiss] English Pearson; 4th edition (June 13, 2013) General Data Science & R/Python Basics rating 4.2 stars 4.22 93 reviews priced at $193.32 664 pages"
"A Common-Sense Guide to Data Structures and Algorithms, Second Edition: Level Up Your Core Programming Skills",[ Jay Wengrow],39.99,508.0,4.7,570.0,81.0,14.0,3.0,1.0,1.0,7.5 x 1.25 x 9.25 inches,2.08,English,"Pragmatic Bookshelf; 2nd edition (September 15, 2020)",978-1680507225,/Common-Sense-Guide-Structures-Algorithms-Second/dp/1680507222/ref=sr_1_176?keywords=data+analysis&qid=1671164670&sr=8-176,https://www.amazon.com/Common-Sense-Guide-Structures-Algorithms-Second/dp/1680507222/ref=sr_1_176?keywords=data+analysis&qid=1671164670&sr=8-176,a_common_sense_guide_to_data_structures_and_algorithms_second_edition_level_up_your_core_programming_skills.jpg,4.73,1,General Data Science & R/Python Basics,"A Common-Sense Guide to Data Structures and Algorithms, Second Edition: Level Up Your Core Programming Skills [ Jay Wengrow] English Pragmatic Bookshelf; 2nd edition (September 15, 2020) General Data Science & R/Python Basics rating 4.7 stars 4.73 570 reviews priced at $39.99 508 pages"
"Statistics, Data Analysis, and Decision Modeling",[ James Evans],250.63,552.0,4.1,82.0,66.0,7.0,11.0,6.0,10.0,8.1 x 1.2 x 9.9 inches,2.38,English,"Pearson; 5th edition (January 18, 2012)",978-0132744287,/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_172?keywords=data+analysis&qid=1671164670&sr=8-172,https://www.amazon.com/Statistics-Data-Analysis-Decision-Modeling/dp/0132744287/ref=sr_1_172?keywords=data+analysis&qid=1671164670&sr=8-172,statistics_and_data_analysis_for_nursing_research.jpg,4.13,1,General Data Science & R/Python Basics,"Statistics, Data Analysis, and Decision Modeling [ James Evans] English Pearson; 5th edition (January 18, 2012) General Data Science & R/Python Basics rating 4.1 stars 4.13 82 reviews priced at $250.63 552 pages"
Learn Microsoft PowerApps: Build customized business applications without writing any code,[ Matthew Weston],39.89,560.0,4.1,169.0,54.0,24.0,10.0,4.0,8.0,7.5 x 1.27 x 9.25 inches,2.09,English,"Packt Publishing (November 29, 2019)",978-1789805826,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01103361KSR3FWA66Q66&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FLearn-Microsoft-PowerApps-customized-applications%2Fdp%2F1789805821%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-195-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg5_1?ie=UTF8&adId=A01103361KSR3FWA66Q66&qualifier=1671164678&id=4917183037504927&widgetName=sp_atf_next&url=%2FLearn-Microsoft-PowerApps-customized-applications%2Fdp%2F1789805821%2Fref%3Dsr_1_195_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164678%26sr%3D8-195-spons%26psc%3D1,learn_microsoft_powerapps_build_customized_business_applications_without_writing_any_code.jpg,4.12,3,Practical Data Tools & Techniques,"Learn Microsoft PowerApps: Build customized business applications without writing any code [ Matthew Weston] English Packt Publishing (November 29, 2019) Practical Data Tools & Techniques rating 4.1 stars 4.12 169 reviews priced at $39.89 560 pages"
Humanities Data Analysis: Case Studies with Python,"[ Folgert Karsdorp, Mike Kestemont, et al.]",19.31,360.0,5.0,5.0,100.0,15.0,7.0,3.0,3.0,7.3 x 1 x 10.1 inches,2.6,English,"Princeton University Press (January 12, 2021)",978-0691172361,/Humanities-Data-Analysis-Studies-Python/dp/0691172366/ref=sr_1_171?keywords=data+analysis&qid=1671164670&sr=8-171,https://www.amazon.com/Humanities-Data-Analysis-Studies-Python/dp/0691172366/ref=sr_1_171?keywords=data+analysis&qid=1671164670&sr=8-171,qualitative_data_analysis_with_nvivo.jpg,4.609375,1,General Data Science & R/Python Basics,"Humanities Data Analysis: Case Studies with Python [ Folgert Karsdorp, Mike Kestemont, et al.] English Princeton University Press (January 12, 2021) General Data Science & R/Python Basics rating 5.0 stars 4.609375 5 reviews priced at $19.31 360 pages"
Crime Analysis with Crime Mapping,[ Rachel Boba Santos],94.84,504.0,4.6,3.0,62.0,38.0,7.0,3.0,3.0,7 x 1.14 x 10 inches,1.81,English,"SAGE Publications, Inc; Fifth edition (February 22, 2022)",978-1071831403,/Crime-Analysis-Mapping-Rachel-Santos/dp/1071831402/ref=sr_1_169?keywords=data+analysis&qid=1671164670&sr=8-169,https://www.amazon.com/Crime-Analysis-Mapping-Rachel-Santos/dp/1071831402/ref=sr_1_169?keywords=data+analysis&qid=1671164670&sr=8-169,crime_analysis_with_crime_mapping.jpg,4.353982300884955,1,General Data Science & R/Python Basics,"Crime Analysis with Crime Mapping [ Rachel Boba Santos] English SAGE Publications, Inc; Fifth edition (February 22, 2022) General Data Science & R/Python Basics rating 4.6 stars 4.353982300884955 3 reviews priced at $94.84 504 pages"
Design and Analysis of Experiments with R (Chapman & Hall/CRC Texts in Statistical Science),unknown,103.32,620.0,4.5,36.0,78.0,11.0,4.0,7.0,3.0,6.14 x 1.38 x 9.21 inches,2.89,English,"Chapman and Hall/CRC; 1st edition (December 17, 2014)",978-1439868133,/Analysis-Experiments-Chapman-Statistical-Science/dp/1439868131/ref=sr_1_168?keywords=data+analysis&qid=1671164670&sr=8-168,https://www.amazon.com/Analysis-Experiments-Chapman-Statistical-Science/dp/1439868131/ref=sr_1_168?keywords=data+analysis&qid=1671164670&sr=8-168,time_series_chapman_and_hallcrc_texts_in_statistical_science.jpg,4.495145631067961,0,Beginner Python & Data Analysis,"Design and Analysis of Experiments with R (Chapman & Hall/CRC Texts in Statistical Science) unknown English Chapman and Hall/CRC; 1st edition (December 17, 2014) Beginner Python & Data Analysis rating 4.5 stars 4.495145631067961 36 reviews priced at $103.32 620 pages"
Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence,"[ Judith D. Singer,  and , John B. Willett]",80.11,644.0,4.5,55.0,79.0,7.0,4.0,6.0,4.0,9.54 x 6.46 x 1.41 inches,2.39,English,"Oxford University Press; 1st edition (March 27, 2003)", ,/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_167?keywords=data+analysis&qid=1671164670&sr=8-167,https://www.amazon.com/Applied-Longitudinal-Data-Analysis-Occurrence/dp/0195152964/ref=sr_1_167?keywords=data+analysis&qid=1671164670&sr=8-167,applied_longitudinal_data_analysis_modeling_change_and_event_occurrence.jpg,4.51,3,Practical Data Tools & Techniques,"Applied Longitudinal Data Analysis: Modeling Change and Event Occurrence [ Judith D. Singer,  and , John B. Willett] English Oxford University Press; 1st edition (March 27, 2003) Practical Data Tools & Techniques rating 4.5 stars 4.51 55 reviews priced at $80.11 644 pages"
Artificial Intelligence in Finance: A Python-Based Guide,[ Yves Hilpisch],45.99,478.0,4.4,44.0,70.0,15.0,3.0,6.0,6.0,7 x 0.96 x 9.19 inches,1.66,English,"O'Reilly Media; 1st edition (November 3, 2020)", ,/Artificial-Intelligence-Finance-Python-Based-Guide/dp/1492055433/ref=sr_1_156?keywords=data+analysis&qid=1671164670&sr=8-156,https://www.amazon.com/Artificial-Intelligence-Finance-Python-Based-Guide/dp/1492055433/ref=sr_1_156?keywords=data+analysis&qid=1671164670&sr=8-156,artificial_intelligence_in_finance_a_python_based_guide.jpg,4.37,2,Advanced Data Analysis Techniques,"Artificial Intelligence in Finance: A Python-Based Guide [ Yves Hilpisch] English O'Reilly Media; 1st edition (November 3, 2020) Advanced Data Analysis Techniques rating 4.4 stars 4.37 44 reviews priced at $45.99 478 pages"
Topological Data Analysis for Genomics and Evolution: Topology in Biology,"[ Raul Rabadan,  and , Andrew J. Blumberg]",44.99,324.0,4.6,33.0,76.0,14.0,5.0,5.0,3.0,7 x 1.25 x 10 inches,2.47,English,"Cambridge University Press; 1st edition (January 16, 2020)",978-1107159549,/Topological-Data-Analysis-Genomics-Evolution/dp/1107159547/ref=sr_1_154?keywords=data+analysis&qid=1671164670&sr=8-154,https://www.amazon.com/Topological-Data-Analysis-Genomics-Evolution/dp/1107159547/ref=sr_1_154?keywords=data+analysis&qid=1671164670&sr=8-154,topological_data_analysis_for_genomics_and_evolution_topology_in_biology.jpg,4.504854368932039,1,General Data Science & R/Python Basics,"Topological Data Analysis for Genomics and Evolution: Topology in Biology [ Raul Rabadan,  and , Andrew J. Blumberg] English Cambridge University Press; 1st edition (January 16, 2020) General Data Science & R/Python Basics rating 4.6 stars 4.504854368932039 33 reviews priced at $44.99 324 pages"
"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition","[ Wayne L. Winston, Scott Nestler, et al.]",18.99,608.0,4.7,29.0,80.0,11.0,4.0,4.0,3.0,6.25 x 1 x 9.25 inches,1.9,English,"Princeton University Press; 2nd edition (February 22, 2022)", ,/Mathletics-Gamblers-Managers-Mathematics-Sports/dp/0691177627/ref=sr_1_153?keywords=data+analysis&qid=1671164670&sr=8-153,https://www.amazon.com/Mathletics-Gamblers-Managers-Mathematics-Sports/dp/0691177627/ref=sr_1_153?keywords=data+analysis&qid=1671164670&sr=8-153,mathletics_how_gamblers_managers_and_fans_use_mathematics_in_sports_second_edition.jpg,4.578431372549019,0,Beginner Python & Data Analysis,"Mathletics: How Gamblers, Managers, and Fans Use Mathematics in Sports, Second Edition [ Wayne L. Winston, Scott Nestler, et al.] English Princeton University Press; 2nd edition (February 22, 2022) Beginner Python & Data Analysis rating 4.7 stars 4.578431372549019 29 reviews priced at $18.99 608 pages"
Data Analysis for Continuous School Improvement: For Continuous School Improvement,[ Victoria L. Bernhardt],46.06,426.0,4.6,248.0,74.0,14.0,9.0,2.0,2.0,8.46 x 0.96 x 10.98 inches,2.54,English,"Routledge; 4th edition (August 8, 2017)",978-1138294622,/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_152?keywords=data+analysis&qid=1671164670&sr=8-152,https://www.amazon.com/Data-Analysis-Continuous-School-Improvement/dp/1138294624/ref=sr_1_152?keywords=data+analysis&qid=1671164670&sr=8-152,data_analysis_for_continuous_school_improvement.jpg,4.544554455445544,1,General Data Science & R/Python Basics,"Data Analysis for Continuous School Improvement: For Continuous School Improvement [ Victoria L. Bernhardt] English Routledge; 4th edition (August 8, 2017) General Data Science & R/Python Basics rating 4.6 stars 4.544554455445544 248 reviews priced at $46.06 426 pages"
An Introduction to Statistical Methods and Data Analysis,"[ R. Lyman Ott,  and , Micheal T. Longnecker]",154.94,1296.0,4.2,165.0,62.0,17.0,6.0,7.0,8.0,10 x 2 x 12 inches,5.1,English,"Cengage Learning; 7th edition (June 11, 2015)",978-1305269477,/Introduction-Statistical-Methods-Data-Analysis/dp/1305269470/ref=sr_1_151?keywords=data+analysis&qid=1671164670&sr=8-151,https://www.amazon.com/Introduction-Statistical-Methods-Data-Analysis/dp/1305269470/ref=sr_1_151?keywords=data+analysis&qid=1671164670&sr=8-151,student_solutions_manual_for_ottlongneckers_an_introduction_to_statistical_methods_and_data_analysis_7th.jpg,4.18,3,Practical Data Tools & Techniques,"An Introduction to Statistical Methods and Data Analysis [ R. Lyman Ott,  and , Micheal T. Longnecker] English Cengage Learning; 7th edition (June 11, 2015) Practical Data Tools & Techniques rating 4.2 stars 4.18 165 reviews priced at $154.94 1296 pages"
Qualitative Data Analysis with ATLAS.ti,[ Susanne Friese],49.99,344.0,4.7,33.0,83.0,8.0,5.0,4.0,3.0,6.69 x 0.78 x 9.53 inches,1.3,English,"SAGE Publications Ltd; Third edition (April 22, 2019)",978-1526458926,/Qualitative-Data-Analysis-with-ATLAS-ti/dp/1526458926/ref=sr_1_126?keywords=data+analysis&qid=1671164661&sr=8-126,https://www.amazon.com/Qualitative-Data-Analysis-with-ATLAS-ti/dp/1526458926/ref=sr_1_126?keywords=data+analysis&qid=1671164661&sr=8-126,qualitative_data_analysis_with_atlas_ti.jpg,4.592233009708738,1,General Data Science & R/Python Basics,"Qualitative Data Analysis with ATLAS.ti [ Susanne Friese] English SAGE Publications Ltd; Third edition (April 22, 2019) General Data Science & R/Python Basics rating 4.7 stars 4.592233009708738 33 reviews priced at $49.99 344 pages"
"Excel: The Most Comprehensive Guide to Learn All Formulas and Functions in Just 1 WEEK with Step-by-Step Explanations, Practical Examples, & Picture Demonstrations.",[ Kevin Cooper],19.97,168.0,4.9,81.0,97.0,3.0,7.0,3.0,3.0,8.5 x 0.38 x 11 inches,1.11,English,"Independently published (December 3, 2022)",979-8366746908,/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A08933011P9T3DI1112WC&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-Comprehensive-Step-Step-Demonstrations%2Fdp%2FB0BNV6SQ3N%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-146-spons%26psc%3D1,https://www.amazon.com/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A08933011P9T3DI1112WC&qualifier=1671164670&id=7576373399363255&widgetName=sp_atf_next&url=%2FExcel-Comprehensive-Step-Step-Demonstrations%2Fdp%2FB0BNV6SQ3N%2Fref%3Dsr_1_146_sspa%3Fkeywords%3Ddata%2Banalysis%26qid%3D1671164670%26sr%3D8-146-spons%26psc%3D1,excel_2022_the_most_comprehensive_guide_to_learn_all_formulas_and_functions_in_just_one_week_with_step__step_explanations_practical_examples_and_picture_demonstrations_.jpg,4.663716814159292,0,Beginner Python & Data Analysis,"Excel: The Most Comprehensive Guide to Learn All Formulas and Functions in Just 1 WEEK with Step-by-Step Explanations, Practical Examples, & Picture Demonstrations. [ Kevin Cooper] English Independently published (December 3, 2022) Beginner Python & Data Analysis rating 4.9 stars 4.663716814159292 81 reviews priced at $19.97 168 pages"
